"Street Name",Locality,From,To,"Section Length (Metres)","Treatment Priority","Treatment Route Number"
"Double Hedges Road",Liberton,"East Clapperfield","Gilmerton Road",143.7,1,Blackford_011
"Double Hedges Road",Liberton,"Double Hedges Park","East Clapperfield",114.5,1,Blackford_011
"Double Hedges Road",Liberton,"Robert Burns Drive","Double Hedges Park",64.04,1,Blackford_011
"Double Hedges Road",Liberton,"Kirk Brae","Robert Burns Drive",98.08,1,Blackford_011
"Douglas Gardens","New Town","Douglas Crescent","Belford Road",152.1,1,Barnton_007
"Downie Terrace",Murrayfield,"Corstorphine Road","Downie Grove",51.44,1,Bankhead_004
"Downie Terrace",Murrayfield,"Downie Grove","Corstorphine Road",184.6,1,Bankhead_004
"Dreghorn Link",Caiystane,"End of cul de sac","Dreghorn Link",36.57,1,Bankhead_005
"Dreghorn Link",Caiystane,"End of cul de sac","Dreghorn Link",31.74,1,Bankhead_005
"Dreghorn Link",Caiystane,"Dreghorn Link","Dreghorn Link",363.7,1,Bankhead_005
"Dreghorn Link",Caiystane,"Dreghorn Link","City Of Edinburgh Bypass",49.94,1,Bankhead_005
"Dreghorn Link",Caiystane,"City Of Edinburgh Bypass","City Of Edinburgh Bypass",42.2,1,Bankhead_005
"Dreghorn Link",Caiystane,"Dreghorn Link","Dreghorn Link",60.64,1,Bankhead_005
"Dreghorn Link",Caiystane,"Dreghorn Link","City Of Edinburgh Bypass",15.65,1,Bankhead_005
"Dreghorn Link",Caiystane,"City Of Edinburgh Bypass","City Of Edinburgh Bypass",37.23,1,Bankhead_005
"Dreghorn Loan",Redford,"Redford Drive","Dreghorn Loan",110.3,1,Bankhead_005
"Dreghorn Mains",,"City Of Edinburgh Bypass","Dreghorn Cottages",134.4,1,Bankhead_005
"Drum Brae Drive",Clerwood,"Clermiston Drive","Drum Brae Drive",73.25,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae Drive",43.42,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Clermiston Crescent",16.01,1,Barnton_016
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae Drive",58.84,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae Drive",42.2,1,Barnton_006
"Drum Brae Drive",Clerwood,"Clermiston Road North","Drum Brae Drive",71.06,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Clermiston Gardens",241.8,1,Barnton_006
"Drum Brae Drive",Clerwood,"Clermiston Gardens","Hoseason Gardens",173.2,1,Barnton_006
"Drum Brae Drive",Clerwood,"Hoseason Gardens","Clermiston Drive",81.27,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae Drive",125.6,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae Drive",97.5,1,Barnton_006
"Drum Brae Drive",Clerwood,"Drum Brae Drive","Drum Brae North",229.5,1,Barnton_006
"Drum Brae Gardens",Corstorphine,"Drum Brae South","Caroline Terrace",71.94,2,Barnton_201
"Drum Brae North",Craigmount,"Parkgrove Drive","Queensferry Road",146.6,1,Barnton_006
"Drum Brae North",Craigmount,"Drum Brae North","Parkgrove Drive",332.8,1,Barnton_006
"Drum Brae North",Craigmount,"Drum Brae Drive","Drum Brae Terrace",96.3,1,Barnton_006
"Drum Brae North",Craigmount,"Drum Brae Terrace","Drum Brae North",202.6,1,Barnton_006
"Drum Brae South",Craigmount,"Duart Crescent","Duart Crescent",111.9,1,Barnton_006
"Drum Brae South",Craigmount,"Duart Crescent","Drum Brae Drive",65.25,1,Barnton_006
"Drum Brae South",Craigmount,"Templeland Road","Pearce Avenue",72.38,1,Barnton_006
"Drum Brae South",Craigmount,"Pearce Avenue","Pearce Road",217.1,1,Barnton_006
"Drum Brae South",Craigmount,"Craigs Road","Templeland Road",53.35,1,Barnton_006
"Drum Brae South",Craigmount,"Glasgow Road","Corstorphine Bank Terrace",88.71,1,Barnton_006
"Drum Brae South",Craigmount,"Corstorphine Bank Terrace","Craigs Road",106.1,1,Barnton_006
"Drum Brae South",Craigmount,"Drum Brae Park","Drum Brae Avenue",187.5,1,Barnton_006
"Drum Brae South",Craigmount,"Craigmount View","Drum Brae Gardens",57.32,1,Barnton_006
"Drum Brae South",Craigmount,"Drum Brae Gardens","Drum Brae Park",122.8,1,Barnton_006
"Drum Brae South",Craigmount,"Pearce Road","Craigmount View",37.51,1,Barnton_006
"Drum Brae South",Craigmount,"Drum Brae Avenue","Duart Crescent",131.5,1,Barnton_006
"Drum Brae Terrace",Barnton,"Clermiston Drive","Drum Brae Grove",95.21,2,Barnton_202
"Drum Brae Terrace",Barnton,"Drum Brae Grove","Drum Brae Crescent",64.03,2,Barnton_202
"Drum Brae Terrace",Barnton,"Drum Brae North","Drum Brae Crescent",371.3,2,Barnton_202
"Drum Street","Hyvots Bank","East Farm Of Gilmerton",Limefield,76.23,1,Blackford_001
"Drum Street","Hyvots Bank","Ferniehill Road","Newtoft Street",123.7,1,Blackford_001
"Drum Street","Hyvots Bank","Candlemaker's Park","Gilmerton Road",133.3,1,Blackford_001
"Drum Street","Hyvots Bank","Drum Cottages","Candlemaker's Park",96.85,1,Blackford_001
"Drum Street","Hyvots Bank",Limefield,"Drum Cottages",92.5,1,Blackford_001
"Drum Street","Hyvots Bank","Ravenscroft Street","East Farm Of Gilmerton",91.46,1,Blackford_001
"Drum Street","Hyvots Bank","Newtoft Street","Ravenscroft Street",128,1,Blackford_001
"Drummond Place",Broughton,"Dublin Street","Dundonald Street",126.7,1,Barnton_008
"Drummond Place",Broughton,"London Street","Dublin Street",73.45,1,Barnton_008
"Drummond Place",Broughton,"Scotland Street","London Street",71.6,1,Barnton_008
"Drummond Place",Broughton,"Dundonald Street","Scotland Street",128.9,1,Barnton_008
"Drummond Street","South Side","Roxburgh Place","Roxburgh Street",71.12,1,Blackford_007
"Drumsheugh Gardens","New Town","Queensferry Street","Lynedoch Place Lane",49.07,1,Barnton_007
"Drumsheugh Gardens","New Town","Lynedoch Place Lane","Drumsheugh Gardens",76.85,1,Barnton_007
"Drumsheugh Gardens","New Town","Drumsheugh Gardens","Walker Street",105.9,1,Barnton_007
"Duart Crescent",Clerwood,"Dochart Drive","Durar Drive",104.4,2,Barnton_202
"Duart Crescent",Clerwood,"Drum Brae South","Dochart Drive",58.39,2,Barnton_202
"Duart Crescent",Clerwood,"Durar Drive","Drum Brae South",38.71,1,Barnton_016
"Duart Crescent",Clerwood,"Drum Brae South","Drum Brae South",17.72,2,Barnton_202
"Duart Crescent",Clerwood,"Drum Brae South","Drum Brae South",18.39,1,Barnton_016
"Dublin Street",Broughton,"Albany Street","Dublin Meuse",91.48,1,Barnton_008
"Dublin Street",Broughton,"Dublin Meuse","Drummond Place",77.89,1,Barnton_008
"Duddingston Crescent",Magdalene,"Magdalene Drive","Duddingston Crescent",124.5,1,Blackford_002
"Duddingston Crescent",Magdalene,"Park Avenue","Milton Road West",80.81,1,Blackford_002
"Duddingston Crescent",Magdalene,"Bailie Place","Park Avenue",203,1,Blackford_002
"Duddingston Crescent",Magdalene,"Hope Lane","Bailie Place",247.4,1,Blackford_002
"Duddingston Crescent",Magdalene,"Duddingston Crescent","Hope Lane",83.51,1,Blackford_002
"Duddingston Park",Magdalene,"Baileyfield Road","Durham Place Lane",312.1,1,Blackford_003
"Duddingston Park",Magdalene,"Durham Place Lane","Park Lane",173.6,1,Blackford_003
"Duddingston Park",Magdalene,"Park Lane","Duddingston Park South",178,1,Blackford_003
"Duddingston Park South",Bingham,"Duddingston Park","Bailie Terrace",109.6,1,Blackford_003
"Duddingston Park South",Bingham,"Magdalene Drive","Mountcastle Drive South",75.58,1,Blackford_003
"Duddingston Park South",Bingham,"Bailie Terrace","Magdalene Drive",151.8,1,Blackford_003
"Duddingston Park South",Bingham,"Duddingston Park South","Duddingston Park South",44.32,1,Blackford_009
"Duddingston Park South",Bingham,"Mountcastle Drive South","Duddingston Park South",219,1,Blackford_003
"Duddingston Park South",Bingham,"Duddingston Park South","Niddrie Mill Crescent",269.8,1,Blackford_003
"Duddingston Park South",Bingham,"Niddrie Mill Crescent","Cleekim Drive",86.02,1,Blackford_003
"Duddingston Park South",Bingham,"Cleekim Drive","Niddrie Mains Road",187,1,Blackford_003
"Duddingston Road",Duddingston,"Duddingston Park","Durham Road",94.12,1,Blackford_009
"Duddingston Road",Duddingston,"Durham Road","Mountcastle Drive North",348.7,1,Blackford_009
"Duddingston Road",Duddingston,"Mountcastle Drive North","Duddingston Gardens North",159.6,1,Blackford_009
"Duddingston Road",Duddingston,"Duddingston Gardens North","Duddingston Avenue",122,1,Blackford_009
"Duddingston Road",Duddingston,"Duddingston Avenue","Southfield Farm Grove",167.5,1,Blackford_009
"Duddingston Road",Duddingston,"Southfield Farm Grove","Milton Road West",160.3,1,Blackford_009
"Duddingston Road West",Duddingston,"Duddingston Road West","Duddingston Road West",50.97,1,Blackford_009
"Duddingston Road West",Duddingston,"Peffer Place","Duddingston Road West",225.9,1,Blackford_009
"Duddingston Road West",Duddingston,"Peffermill Road","Peffer Place",216.3,1,Blackford_009
"Duddingston Road West",Duddingston,"Duddingston Road","Meadowfield Avenue",115.6,1,Blackford_009
"Duddingston Road West",Duddingston,"Meadowfield Avenue","Meadowfield Gardens",373.9,1,Blackford_009
"Duddingston Road West",Duddingston,"Meadowfield Gardens","Meadowfield Drive",126.3,1,Blackford_009
"Duddingston Road West",Duddingston,"Meadowfield Drive","The Causeway",95.11,1,Blackford_009
"Duddingston Road West",Duddingston,"The Causeway","Duddingston Road West",227.9,1,Blackford_009
"Duddingston Road West",Duddingston,"Duddingston Road West","Duddingston Road West",512.3,1,Blackford_009
"Duddingston Row",Bingham,"Duddingston View","Bingham Avenue",338,1,Blackford_009
"Duddingston Row",Bingham,"Milton Road West","Duddingston View",120.7,1,Blackford_009
"Duddingston Row",Bingham,"Bingham Place","Roundabout at Bingham Medway and Dudding",71.59,1,Blackford_009
"Duddingston Row",Bingham,"Bingham Way","Bingham Place",41.63,1,Blackford_009
"Duddingston Row",Bingham,"Bingham Avenue","Bingham Way",41.63,1,Blackford_009
"Duke Street","South Leith","Duncan Place","Academy Street",176.6,1,Barnton_005
"Duke Street","South Leith","Easter Road","Duncan Place",48.22,1,Barnton_005
"Duke Street","South Leith","Academy Street",Newkirkgate,94.66,1,Barnton_005
"Duke's Walk",Abbeyhill,"Queen's Drive","Queen's Drive",63.4,1,Blackford_007
"Duke's Walk",Abbeyhill,"Queen's Drive","Queen's Park Avenue",167.8,1,Blackford_007
"Dumbryden Drive",Hailesland,"Dumbryden Green","Murrayburn Road",197,1,Bankhead_006
"Dumbryden Drive",Hailesland,"Dumbryden Drive","Dumbryden Green",123.4,1,Bankhead_006
"Dumbryden Drive",Hailesland,"Dumbryden Grove","Dumbryden Drive",41.64,1,Bankhead_006
"Dumbryden Drive",Hailesland,"Dumbryden Gardens","Dumbryden Drive",30.03,1,Bankhead_006
"Dumbryden Drive",Hailesland,"Dumbryden Drive","Dumbryden Gardens",239.9,1,Bankhead_006
"Dumbryden Drive",Hailesland,"Hailesland Road","Dumbryden Grove",96.14,1,Bankhead_006
"Duncan Place","South Leith","St Andrew Place","John's Place",172.1,1,Blackford_006
"Duncan Place","South Leith","Duke Street","St Andrew Place",141.8,1,Blackford_006
"Dundas Street",Broughton,"Heriot Row","Northumberland Street",108.2,1,Barnton_008
"Dundas Street",Broughton,"Northumberland Street","Great King Street",110.3,1,Barnton_008
"Dundas Street",Broughton,"Great King Street","Cumberland Street",91.56,1,Barnton_008
"Dundas Street",Broughton,"Cumberland Street","Fettes Row",79.81,1,Barnton_008
"Dundas Street",Broughton,"Henderson Row","Fettes Row",151.7,1,Barnton_008
"Dundee Street",Polwarth,"Yeaman Place","Dundee Terrace",90.02,1,Bankhead_008
"Dundee Street",Polwarth,Viewforth,"Gibson Terrace",190.9,1,Bankhead_008
"Dundee Street",Polwarth,"Gilmore Park",Viewforth,151.2,1,Bankhead_008
"Dundee Street",Polwarth,"Gibson Terrace","Yeaman Place",138.3,1,Bankhead_008
"Dundee Street",Polwarth,"Angle Park Terrace","West Approach Road",109.8,1,Bankhead_008
"Dundee Street",Polwarth,"West Approach Road","Dundee Terrace",101,1,Bankhead_008
"Dundee Terrace",Polwarth,"Dundee Street","Tay Street",118.9,2,Bankhead_202
"Dundee Terrace",Polwarth,"Tay Street","West Bryson Road",231.5,2,Bankhead_202
"Dundonald Street",Broughton,"Great King Street","Drummond Place",47.13,1,Barnton_008
"Dundonald Street",Broughton,"Drummond Place","Great King Street",45.37,1,Barnton_008
"Durar Drive",Clerwood,"Dochart Drive","Hoseason Gardens",80.16,2,Barnton_202
"Durar Drive",Clerwood,"Ardshiel Avenue","Alan Breck Gardens",86.39,1,Barnton_016
"Durar Drive",Clerwood,"Ardshiel Avenue","Balfron Loan",251.1,1,Barnton_016
"Durar Drive",Clerwood,"Balfron Loan","Duart Crescent",106.2,1,Barnton_016
"Durham Place Lane",Magdalene,"Duddingston Park","Durham Road",72,1,Blackford_013
"Durham Road",Durham,"Duddingston Road","Durham Terrace",100.3,1,Blackford_013
"Durham Road",Durham,"Durham Terrace","Durham Avenue",84.12,1,Blackford_013
"Durham Road",Durham,"Durham Avenue","Durham Place East",81.91,1,Blackford_013
"Earl Grey Street",Tollcross,Fountainbridge,"Lauriston Place",141.1,1,Bankhead_007
"East Adam Street",Newington,"West Adam Street",Pleasance,59.63,1,Blackford_007
"East Barnton Avenue","Davidsons Mains","East Barnton Avenue","East Barnton Avenue",40.96,1,Barnton_011
"East Barnton Avenue","Davidsons Mains","Barnton Avenue","East Barnton Avenue",77.81,1,Barnton_011
"East Fettes Avenue",Inverleith,"East Fettes Avenue","Comely Bank Road",163.1,1,Barnton_008
"East Fettes Avenue",Inverleith,"Carrington Road","East Fettes Avenue",212.3,1,Barnton_008
"East Fettes Avenue",Inverleith,"Rocheid Park","Inverleith Place",306.4,1,Barnton_008
"East Fettes Avenue",Inverleith,"Inverleith Place","Carrington Road",217.1,1,Barnton_008
"East Fettes Avenue",Inverleith,"Ferry Road","Rocheid Park",294.4,1,Barnton_008
"East Fountainbridge","Old Town",Fountainbridge,"Bread Street",216.4,1,Barnton_010
"East Fountainbridge","Old Town","Bread Street","East Fountainbridge",18.34,1,Barnton_010
"East Hermitage Place",Lochend,"Somerset Place","Links Gardens",230.7,1,Blackford_006
"East London Street",Broughton,"Annandale Street","Gayfield Square",140.6,1,Barnton_008
"East London Street",Broughton,"Gayfield Square","Cochran Terrace",162.7,1,Barnton_008
"East London Street",Broughton,"Cochran Terrace","End of cul de sac",78.86,1,Barnton_008
"East Market Street","Old Town","Market Street","Jeffrey Street",77.95,1,Blackford_002
"East Market Street","Old Town","Cranston Street","New Street",134,1,Blackford_007
"East Market Street","Old Town","Jeffrey Street","Cranston Street",191.1,1,Blackford_007
"East Mayfield",Prestonfield,"Mayfield Gardens Lane","Minto Street",62.68,1,Blackford_007
"East Mayfield",Prestonfield,"Priestfield Road","Mayfield Gardens Lane",319.2,1,Blackford_007
"East Preston Street",Newington,"Oxford Street","Dalkeith Road",100.9,1,Blackford_001
"East Preston Street",Newington,"East Preston Street Lane","Oxford Street",87.4,1,Blackford_001
"East Preston Street",Newington,"Newington Road","East Preston Street Lane",66.1,1,Blackford_001
"East Rigg Farm",,"Mansfield Road","Cockburnhill Road",1993,1,Farmers_002_Dalmahoy
"East Trinity Road",Trinity,"Trinity Way","Trinity Mains",54.72,1,Barnton_014
"East Trinity Road",Trinity,"South Laverockbank Avenue","Lixmount Gardens",97.82,1,Barnton_014
"East Trinity Road",Trinity,"Lixmount Gardens","Laverockbank Road",30.83,1,Barnton_014
"East Trinity Road",Trinity,"Lixmount Avenue","Laverockbank Road",40.04,1,Barnton_014
"East Trinity Road",Trinity,"York Road","Lixmount Avenue",97.21,1,Barnton_014
"East Trinity Road",Trinity,"Beresford Place","Beresford Terrace",47.85,1,Barnton_014
"East Trinity Road",Trinity,"Beresford Terrace","York Road",55.95,1,Barnton_014
"East Trinity Road",Trinity,"Trinity Mains","Beresford Place",48.45,1,Barnton_014
"East Trinity Road",Trinity,"Clark Road","Trinity Way",104.4,1,Barnton_014
"East Trinity Road",Trinity,"Trinity Road","Clark Road",43.74,1,Barnton_014
"East Trinity Road",Trinity,"Craighall Road","South Laverockbank Avenue",109.6,1,Barnton_014
"East Trinity Road",Trinity,"South Trinity Road","Trinity Road",117.9,1,Barnton_014
"Easter Drylaw Avenue","Easter Drylaw","Easter Drylaw Bank","Easter Drylaw Drive",31.83,1,Barnton_013
"Easter Drylaw Avenue","Easter Drylaw","Easter Drylaw Avenue","Easter Drylaw Bank",99.04,1,Barnton_013
"Easter Drylaw Avenue","Easter Drylaw","Easter Drylaw Grove","Easter Drylaw Avenue",100,1,Barnton_013
"Easter Drylaw Avenue","Easter Drylaw","Easter Drylaw Grove","End of cul de sac",159.2,1,Barnton_013
"Easter Drylaw Drive","Easter Drylaw","Easter Drylaw Grove","Easter Drylaw Avenue",254.5,1,Barnton_013
"Easter Drylaw Drive","Easter Drylaw","Easter Drylaw Grove","Groathill Road North",177.9,1,Barnton_013
"Easter Road",Broughton,"Easter Road","Easter Road",64.58,1,Barnton_005
"Easter Road",Broughton,"Regent Road","West Norton Place",153.6,1,Blackford_007
"Easter Road",Broughton,"West Norton Place","Montgomery Street",115.3,1,Blackford_006
"Easter Road",Broughton,"Brunswick Road","Montgomery Street",244.4,1,Blackford_006
"Easter Road",Broughton,"Albion Road","Brunswick Road",99,1,Blackford_006
"Easter Road",Broughton,"Albion Road","Drum Terrace",92.67,1,Blackford_006
"Easter Road",Broughton,"Drum Terrace","Iona Street",101.3,1,Blackford_006
"Easter Road",Broughton,"Iona Street","Dalmeny Street",120.4,1,Blackford_006
"Easter Road",Broughton,"Dalmeny Street","St Clair Avenue",136.9,1,Blackford_006
"Easter Road",Broughton,"St Clair Avenue",Thorntreeside,166.6,1,Blackford_006
"Easter Road",Broughton,Thorntreeside,"Gordon Street",83.05,1,Blackford_006
"Easter Road",Broughton,"Academy Park","Easter Road",84.62,1,Blackford_006
"Easter Road",Broughton,"Gordon Street","Academy Park",63.68,1,Blackford_006
Eastfield,Joppa,"Milton Road East","Seaview Terrace",112.8,1,Blackford_001
Eastfield,Joppa,"Seaview Terrace","Coillesdene Avenue",139.8,1,Blackford_001
Eastfield,Joppa,"Coillesdene Avenue","Seaview Crescent",165.6,1,Blackford_001
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",69.76,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",63.33,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",35.54,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",42.95,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",7.56,1,Bankhead_003
"Eastfield Road",Edinburgh,"End of cul de sac","Eastfield Road",61.3,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",126.4,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",110.9,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Ingliston Interchange",226.6,1,Bankhead_003
"Eastfield Road",Edinburgh,"Eastfield Road","Eastfield Road",270.1,1,Bankhead_003
"Echline Avenue","South Queensferry","Echline Rigg","Bo'ness Road",27.57,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Grove","Echline Rigg",108.3,1,Barnton_012
"Echline Avenue","South Queensferry","Bo'ness Road","Echline Green",38.08,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Drive","Echline Gardens",28.71,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Green","Echline Drive",54.2,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Gardens","Echline Park",133,1,Barnton_012
"Echline Avenue","South Queensferry",Stoneyflatts,"Echline Grove",157.8,1,Barnton_012
"Echline Avenue","South Queensferry",Stoneyflatts,"Echline Terrace",102.9,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Park","Echline Place",40.44,1,Barnton_012
"Echline Avenue","South Queensferry","Echline Place","Echline View",126.9,1,Barnton_012
"Echline Avenue","South Queensferry","Long Crook","Echline Terrace",36.23,1,Barnton_012
"Echline Avenue","South Queensferry","Echline View","Long Crook",151.9,1,Barnton_012
"Eden Terrace",Newbattle,"End of cul de sac","Eden Lane",24.3,1,Blackford_008
"Edinburgh Park","South Gyle","Edinburgh Park","Edinburgh Park",49.35,1,Bankhead_009
