DESCRIP10,BUSINESS10,USECLASS86,USECLASS96,USECLASS04,USECLASS10,ADDRESS,POSTCODE
tanning studio,Indigo Sun,Class 1,Class 1,Class 11,Class 11,134 LOTHIAN ROAD,EH3 9BG
grocer / convenience store,Scotmid,Class 1,Class 1,Class 1,Class 1,136 LOTHIAN ROAD,EH3 9BG
beauty salon,Pure Nail & Beauty,Class 1,Class 1,Class 1,Class 1,138 LOTHIAN ROAD,EH3 9BG
vacant,vacant,Class 1,Class 1,Vacant,Vacant,140 LOTHIAN ROAD,EH3 9BG
mixed durable goods,Poundstretcher,Class 1,Class 1,Class 1,Class 1,142 LOTHIAN ROAD,EH3 9BG
chemist,Superdrug,Class 1,Class 1,Class 1,Class 1,144 LOTHIAN ROAD,EH3 9BG
public house,Assembly,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,41 LOTHIAN STREET,EH1 1HB
restaurant & bar,Negociants,,Class 3,Class 3,Class 3,47 LOTHIAN STREET,EH1 1HB
dwellings,dwellings,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 9,,
vacant,vacant,,,Vacant,Vacant,,
vacant,vacant,SUI GENERIS,SUI GENERIS,Class 2,Vacant,160 LOWER GRANTON ROAD,EH5 1EY
beauty salon,Myra Crawford,,,Class 1,Class 1,3A-3B LUTTON PLACE,EH8 9PD
hairdressers,VIP,,Class 1,Vacant,Class 1,3C LUTTON PLACE,EH8 9PD
printer,Crescent Print ltd.,Class 1,Class 1,Class 4,Class 4,3 LYNE STREET,EH7 5DN
residential letting agency,Edinburgh Property Management,Class 1,Class 1,Class 2,Class 2,1A(GF)-1B LYNEDOCH PLACE,EH3 7PX
n/t/c,Sweetservice Newsagents,Class 1,Class 1,Class 1,Class 1,2B LYNEDOCH PLACE,EH3 7PX
hairdresser (gents),His Hair (Charlie Mearns),Class 1,Class 1,Class 1,Class 1,2A LYNEDOCH PLACE,EH3 7PX
furniture removal,Meadows International Removals,Vacant,Vacant,Vacant,Class 2,,
furniture removal,Meadows International Removals,Class 4,Class 2,,Class 2,56-58 MADEIRA STREET,EH6 4AU
hot food take-away,Magdalene Fry,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1/B MAGDALENE DRIVE,EH15 3DA
hot food take-away (Chinese),Chinese Flavour,Class 11,SUI GENERIS,SUI GENERIS,SUI GENERIS,1/C MAGDALENE DRIVE,EH15 3DA
grocer (lic.),Best One,Class 1,Class 1,Class 1,Class 1,23A MAGDALENE DRIVE,EH15 3DT
vacant,vacant,Class 1,Class 1,Vacant,Vacant,23B MAGDALENE DRIVE,EH15 3DT
baker,Alexander's,Class 1,Class 1,Class 1,Class 1,40 MAGDALENE DRIVE,EH15 3DZ
vacant,vacant,Vacant,Vacant,Vacant,Vacant,42 MAGDALENE DRIVE,EH15 3DZ
grocer (lic.),Magdalene Mini Market,Vacant,Class 1,Vacant,Class 1,44 MAGDALENE DRIVE,EH15 3DZ
n/t/c,no name on fascia,Class 1,Class 1,Class 1,Class 1,46 MAGDALENE DRIVE,EH15 3DZ
hot food take-away,Hideaway Takeaway,Class 1,Class 1,SUI GENERIS,SUI GENERIS,48 MAGDALENE DRIVE,EH15 3DZ
hairdresser,Bluntz,Class 1,Class 1,Class 1,Class 1,50 MAGDALENE DRIVE,EH15 3DZ
public house,Malleny  Arms,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,15 MAIN STREET,EH14 7EQ
hot food take-away (Indian),Spicy Village,Class 1,Class 1,SUI GENERIS,SUI GENERIS,17 MAIN STREET,EH14 7EQ
hairdresser,Ian Cameron,Class 1,Class 1,Class 1,Class 1,27 MAIN STREET,EH14 7EQ
bank,Royal Bank of Scotland,Class 2,Class 2,Class 2,Class 2,4 MAIN STREET,EH14 7EH
grocer / convenience store,Scotmid,Class 1,Class 1,Class 1,Class 1,6 MAIN STREET,EH14 7EH
public house & restaurant,Grey Horse Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,20-22 MAIN STREET,EH14 7EH
chemist,Balerno Pharmacy,Class 1,Class 1,Class 1,Class 1,24 MAIN STREET,EH14 7EH
hardware,Balerno Hardware,Class 1,Class 1,Class 1,Class 1,26 MAIN STREET,EH14 7EH
vacant,vacant,Class 2,Class 2,Class 2,Vacant,34 MAIN STREET,EH14 7EH
post office,Balerno Post Office,Class 1,Class 1,Class 1,Class 1,36 MAIN STREET,EH14 7EH
finacial planning,Honour,Class 1,Class 1,Vacant,Class 4,42 MAIN STREET,EH14 7EH
hot food take-away (Chinese),Ying,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,44 MAIN STREET,EH14 7EH
baker,Greggs,Class 1,Class 1,Class 1,Class 1,"21 MAIN STREET, DAVIDSON'",EH4 5BZ
public house,Ye Olde Inn,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,"23 MAIN STREET, DAVIDSON'",EH4 5BZ
bank,Clydesdale Bank,Class 2,Class 2,Class 2,Class 2,"29-33 MAIN STREET, DAVIDS",EH4 5BZ
public house,Norhet,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,"45 MAIN STREET, DAVIDSON'",EH4 5BZ
undertakers,Barcalys Funeral Service,Class 2,Class 1,Class 1,Class 1,"49 MAIN STREET, DAVIDSON'",EH4 5BZ
hairdresser,Hebe,Class 1,Class 1,Class 1,Class 1,"61 MAIN STREET, DAVIDSON'",EH4 5AD
dental surgery,Dental Practice,,,Class 2,Class 2,,
vacant,(formerly Victoria Wine),Class 1,Class 1,Class 1,Vacant,"67-69 MAIN STREET, DAVIDS",EH4 5AD
vacant,(formerly Iceland),Class 1,Class 1,Class 1,Vacant,"75 MAIN STREET, DAVIDSON'",EH4 5AD
solicitors & estate agents,Arbuthnott & McLanachan,Class 2,Class 2,,Class 2,"77 MAIN STREET, DAVIDSON'",EH4 5AD
beauty salon,Mains Beauty,Class 1,Class 1,Vacant,Class 1,"83 MAIN STREET, DAVIDSON'",EH4 5AD
property developer,bl developments,Class 1,Vacant,,Class 4,"89 MAIN STREET, DAVIDSON'",EH4 5AD
dry cleaner & launderette,Care Clean,Class 1,Class 1,Vacant,Class 1,"8 MAIN STREET, DAVIDSON'S",EH4 5BY
dvd hire,Blockbuster Video,Class 1,Class 1,Class 1,Class 1,"44 MAIN STREET, DAVIDSON'",EH4 5AA
florist,Gloriosa,Class 1,Class 1,Class 1,Class 1,"46 MAIN STREET, DAVIDSON'",EH4 5AA
betting shop,Macbet,Class 2,Class 2,Class 2,Class 2,"48 MAIN STREET, DAVIDSON'",EH4 5AA
ladies clothing,Change of 'A' Dress,,,Class 1,Class 1,"50A MAIN STREET, DAVIDSON",EH4 5AA
n/t/c,McColls,Class 1,Class 1,Class 1,Class 1,"54 MAIN STREET, DAVIDSON'",EH4 5AA
chemist,Boots,Class 1,Class 1,Class 1,Class 1,"58-60 MAIN STREET, DAVIDS",EH4 5AA
charity shop,Cancer Research Campaign,Class 1,Class 1,Class 1,Class 1,"64 MAIN STREET, DAVIDSON'",EH4 5AA
hairdresser,D'Mains Hair,Class 1,Class 1,Class 1,Class 1,"68 MAIN STREET, DAVIDSON'",EH4 5AA
opticians,Vision World,Class 1,Class 1,Class 1,Class 1,"70 MAIN STREET, DAVIDSON'",EH4 5AA
hot food take-away,Corbie Takeaway,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,"72 MAIN STREET, DAVIDSON'",EH4 5AB
public house,McKenzies,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,"80 MAIN STREET, DAVIDSON'",EH4 5AB
vacant,vacant,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant,(15A) MAIN STREET,EH29 9AE
hot food take-away,Fourways Fish Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,27 MAIN STREET,EH29 9AE
tanning & beauty salon,Bewitched Salon,,Class 1,Class 11,Class 11,33 MAIN STREET,EH29 9AE
hot food take-away (Chinese),Wok Cottage,Class 2,SUI GENERIS,SUI GENERIS,SUI GENERIS,35 MAIN STREET,EH29 9AE
hairdresser,George's,Class 1,Class 1,Class 1,Class 1,12 MAIN STREET,EH29 9AA
n/t/c,Kirkliston News,Class 1,Class 1,Class 1,Class 1,22 MAIN STREET,EH29 9AA
cafÚ / bistro,Carpe Diem,,,Vacant,Class 3,28 MAIN STREET,EH29 9AA
chemist,Co-operative Pharmacy,,,Class 1,Class 1,38 MAIN STREET,EH29 9AA
post office,Kirkliston Post Office,Vacant,Class 1,Class 1,Class 1,66 MAIN STREET,EH29 9AB
grocer (lic.) & n/t/c,M & J Forrest,Class 1,Class 1,Class 1,Class 1,77 MAIN STREET,EH28 8RT
dwelling,dwelling,SUI GENERIS,SUI GENERIS,SUI GENERIS,Class 9,,
domestic appliance sales & service,Leith Domestic Appliances,Class 1,Class 1,Class 1,Class 1,4 MANDERSTON STREET,EH6 8LY
frozen food,Iceland,Class 1,Class 1,Class 1,Class 1,10 MANSE ROAD,EH12 7SN
hot food take-away (Chinese),Magic Kitchen,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,60 MANSE ROAD,EH12 7SS
charity,Waverley Care,Vacant,Class 4,,Class 2,1-3 MANSFIELD PLACE,EH3 6NB
financial advisers,Ethical Futures,Class 2,Class 4,Class 4,Class 2,9 MANSFIELD PLACE,EH3 6NB
lettings agent/solicitor,Umega,Class 1,Class 1,Class 1,Class 2,1-1A MARCHMONT CRESCENT,EH9 1HN
beauty salon,Dolly & Mop,Class 1,Class 1,Class 1,Class 1,25 MARCHMONT CRESCENT,EH9 1HQ
charity shop,DebRA,Vacant,Class 4,Class 1,Class 1,27 MARCHMONT CRESCENT,EH9 1HQ
pottery sales & studio (pant your own),Doodles,Class 1,Vacant,Class 1,Class 1,29 MARCHMONT CRESCENT,EH9 1HQ
public house,Earl of Marchmont,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,22 MARCHMONT CRESCENT,EH9 1HG
Tea room,Emphemeris,Class 4,Class 1,Vacant,Class 3,24 MARCHMONT CRESCENT,EH9 1HG
pottery studio & cafÚ,Ceramic Experience,Class 1,Vacant,Class 1,Class 1,28-30 MARCHMONT CRESCENT,EH9 1HG
ladies clothing,Felix & Oscar,Class 1,Class 1,Vacant,Class 1,92 MARCHMONT CRESCENT,EH9 1HD
internet cafÚ,CafÚ Artista,,,Class 3,Class 3,94-96 MARCHMONT CRESCENT,EH9 1HD
butcher,Michael Field,Class 1,Class 1,Class 1,Class 1,100 MARCHMONT CRESCENT,EH9 1HD
fishmonger,Shiela's,Class 1,Class 1,Class 1,Class 1,102 MARCHMONT CRESCENT,EH9 1HD
hairdresser and beaty salon,bdbu,Class 1,Class 4,Class 2,Class 1,104 MARCHMONT CRESCENT,EH9 1HD
beauty salon,Serene Beauty Therapy,Class 4,Class 2,Class 1,Class 1,3 MARCHMONT ROAD,EH9 1HY
vacant,vacant,Class 4,Class 2,Class 4,Vacant,5 MARCHMONT ROAD,EH9 1HY
vacant,vacant,Class 1,Class 1,Class 4,Vacant,7 MARCHMONT ROAD,EH9 1HY
hot food take-away (Italian),Delicious Italian,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,27A MARCHMONT ROAD,EH9 1HY
optician,Lyndsay Brown Optician,Class 1,Class 1,Class 1,Class 1,27B MARCHMONT ROAD,EH9 1HY
financial services - mortgage advisers,Mortgage Boutique,Class 1,Class 1,Class 2,Class 2,27C MARCHMONT ROAD,EH9 1HY
kitchen furniture & design service,Newcastle Furniture Company/ Kitchen Plus,,,Class 1,Class 1,31-35 MARCHMONT ROAD,EH9 1HU
hairdresser (gents),Dukes of Marchmont Barbers,Class 1,Vacant,Class 4,Class 1,123 MARCHMONT ROAD,EH9 1HA
chiropodist,Marchmont Chiropody & Podiatary Services,Vacant,Class 4,Class 2,Class 2,,
videotape hire,Alphabet Video,Class 4,Class 1,Class 1,Class 1,22 MARCHMONT ROAD,EH9 1HZ
"hot food take-away (curries, pizzas, kebabs)",Kasbah,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,24 MARCHMONT ROAD,EH9 1HZ
chemist,Marchmont Pharmacy,Class 1,Class 1,Class 1,Class 1,26 MARCHMONT ROAD,EH9 1HZ
bookbinder,Sporting & Racing,Class 1,Class 1,Class 2,Class 4,30 MARCHMONT ROAD,EH9 1HZ
housing advice to landlords (houses in multiple occupation),Complete Solutions,Class 4,Class 4,Vacant,Class 4,32/38 MARCHMONT ROAD,EH9 1HX
decorators and interior designers,Henderson & Paterson,Class 1,Class 4,Class 4,Class 4,36 MARCHMONT ROAD,EH9 1HX
housing advice to landlords (houses in multiple occupation),Complete Solutions,Class 2,Class 1,Class 4,Class 4,32/38 MARCHMONT ROAD,EH9 1HX
public house & restaurant,Braidburn Inn,,,SUI GENERIS,SUI GENERIS,(200) MAYFIELD ROAD,EH9 3BE
public house,Hopetoun Inn,,,SUI GENERIS,SUI GENERIS,8 MCDONALD ROAD,EH7 4LU
cleared site,cleared site,,Class 1,Class 1,Demolished,,
art gallery,Amber Arts,Class 1,Class 1,Class 1,Class 1,78 MONTROSE TERRACE,EH7 5DP
launderette,Abbey Hill Launderette Limited.,Class 1,Class 1,Class 1,Class 1,80 MONTROSE TERRACE,EH7 5DP
vacant,vacant,Class 1,Class 1,Vacant,Vacant,1 MONTGOMERY STREET,EH7 5JU
hot food take-away,Montgomery Fish Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,3-7 MONTGOMERY STREET,EH7 5JU
cafÚ,Ranroc CafÚ,Class 1,Class 1,Class 1,Class 3,89-91 MONTGOMERY STREET,EH7 5HZ
accountants,Norman Gregg & Co.,Class 1,Class 2,Class 2,Class 2,119 MONTGOMERY STREET,EH7 5EX
hairdresser,Larry's,Class 1,Class 1,Class 1,Class 1,10 MONTGOMERY STREET,EH7 5JS
travel agent,Sphere Travel,Class 1,Class 1,Class 1,Class 1,12A MONTGOMERY STREET,EH7 5JS
wedding dresses,Bliss Studio,Class 1,Class 1,Class 1,Class 1,12B MONTGOMERY STREET,EH7 5JS
public house,Inverarity,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1-7 MONTROSE TERRACE,EH7 5DJ
petrol filling station & shop,Shell + Select Shop,,,Class 1,Class 1,11-23 MONTROSE TERRACE,EH7 5DJ
vacant,vacant,Class 1,Class 2,Vacant,Vacant,37-39 MONTROSE TERRACE,EH7 5DJ
vacant,vacant,Vacant,Vacant,Class 4,Vacant,41 MONTROSE TERRACE,EH7 5DJ
dental surgery,Edinburgh Denture Clinic,Vacant,Class 2,Class 2,Class 2,,
plumber,Jackson Hart,Class 2,Class 2,Vacant,Class 4,49-51 MONTROSE TERRACE,EH7 5DJ
antiques,Antiques and Objects D'art,Class 1,Class 1,Class 1,Class 1,61 MONTROSE TERRACE,EH7 5DJ
public house,Regent,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,2-4 MONTROSE TERRACE,EH7 5DL
upholsterer,Cameron re-upholserer,Class 2,Class 1,Class 4,Class 4,6-8 MONTROSE TERRACE,EH7 5DL
locksmith,ETC locksmith,Class 1,Class 1,Vacant,Class 4,10 MONTROSE TERRACE,EH7 5DL
joiner,joiner,Vacant,Vacant,Class 4,Class 4,12 MONTROSE TERRACE,EH7 5DL
vacant,vacant,,,Class 1,Vacant,14 MONTROSE TERRACE,EH7 5DL
bicycles,East Side Bikes,Class 2,Vacant,Vacant,Class 1,16 MONTROSE TERRACE,EH7 5DL
florist,Flowerevelotion,Class 1,Vacant,Class 1,Class 1,18 MONTROSE TERRACE,EH7 5DL
hairdresser,Escape,Class 1,Class 1,Class 1,Class 1,22 MONTROSE TERRACE,EH7 5DL
vacant,vacant,Vacant,Vacant,Vacant,Vacant,,
manicurist,Top Nails,Class 2,Vacant,Class 1,Class 1,30 MONTROSE TERRACE,EH7 5DL
hairdresser,Salon 328,Class 2,Class 1,Class 2,Class 1,32 MONTROSE TERRACE,EH7 5DL
grocer / convenience store,Janatha food store,Class 2,Class 1,Class 1,Class 1,34-36 MONTROSE TERRACE,EH7 5DL
massage clinic,Back to Balance Ltd.,,,Class 2,Class 2,40-42 MONTROSE TERRACE,EH7 5DL
hairdresser,The Edge,Class 1,Class 1,Class 1,Class 1,94 MARCHMONT ROAD,EH9 1HR
hot food take-away (fish & chips),Marchmont Take Away,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,98 MARCHMONT ROAD,EH9 1HR
vacant,vacant,Class 1,Class 1,Vacant,Vacant,100 MARCHMONT ROAD,EH9 1HR
grocer / convenience store,Margiotta,,,Class 1,Class 1,102-104 MARCHMONT ROAD,EH9 1BG
cafÚ,Black Medicine Coff Co.,Class 1,Class 1,Class 3,Class 3,108-110 MARCHMONT ROAD,EH9 1BG
grcoer / convenience store,Scotmid,,,Class 1,Class 1,126-128 MARCHMONT ROAD,EH9 1AQ
grocer,Red Sea Food Store,Class 1,Class 4,Class 2,Class 1,35 MARSHALL STREET,EH8 9BJ
hot food take away (Italian),Naymnyan,,,Class 1,SUI GENERIS,14 MARSHALL STREET,EH8 9BU
hot food take-away,Beiruit Express,Class 2,Vacant,Class 1,SUI GENERIS,20 MARSHALL STREET,EH8 9BU
restaurant,Ristorante San Marco,,,Class 3,Class 3,9-11 MARY'S PLACE,EH4 1JH
pet grooming parlour,Jacks Grooming,Class 1,Class 1,Vacant,Class 2,1 MAURICE PLACE,EH9 3EP
public house,Bennets of Morningside,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,1A MAXWELL STREET,EH10 5HT
security systems,Castle Security Group Ltd.,Class 2,Class 4,Class 4,Class 4,34 MAYFIELD GARDENS,EH9 2BY
"medical equipment suppliers (stethoscopes, diagnostic sets etc.)",Horizon Medical Technologies,Class 1,Class 1,Class 2,Class 2,36 MAYFIELD GARDENS,EH9 2BY
hot food take-away (Indian),Delhi Diner,Class 1,Vacant,SUI GENERIS,SUI GENERIS,38 MAYFIELD GARDENS,EH9 2BY
office - cultural activities,Edinburgh People's Theatre,Class 1,Class 1,Class 2,Class 2,,
vacant,vacant,Class 2,Class 2,Class 2,Vacant,55 MAYFIELD ROAD,EH9 3AA
chemist,Co-operative Pharmacy,,,Class 1,Class 1,55A-57A MAYFIELD ROAD,EH9 3AA
n/t/c,Mini Market,Class 1,Class 1,Class 1,Class 1,59 MAYFIELD ROAD,EH9 3AA
vacant,vacant,Class 1,Class 4,Class 4,Vacant,59A MAYFIELD ROAD,EH9 3AA
hot food take-away,Pacific Fish & Chips,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,61 MAYFIELD ROAD,EH9 3AA
vacant,vacant,Class 1,Class 4,Vacant,Vacant,61A MAYFIELD ROAD,EH9 3AA
greengrocer,5-a-Day,Class 1,Class 1,Class 1,Class 1,65 MAYFIELD ROAD,EH9 3AA
hot food take-away (Chinese),Mayfield Village,Class 1,SUI GENERIS,SUI GENERIS,SUI GENERIS,67 MAYFIELD ROAD,EH9 3AA
baker,Mathieson,Class 1,Class 1,Class 1,Class 1,69(01) MAYFIELD ROAD,EH9 3AA
vacant,vacant,Class 1,Demolished,Vacant,Vacant,69A(1) MAYFIELD ROAD,EH9 3AA
building contractor,Ian McLaren Building Maintenance Ltd.,Class 4,Class 4,Class 4,Class 4,69C MAYFIELD ROAD,EH9 3AA
grocer & n/t/c,A.P Saville Stores,,,Class 1,Class 1,86-88 MAYFIELD ROAD,EH9 3AF
hairdresser (ladies & gents),Jaxx,Class 1,Class 1,Class 1,Class 1,92 MAYFIELD ROAD,EH9 3AF
cafÚ,Mums Kitchen CafÚ,Class 1,Class 4,Vacant,Class 3,94 MAYFIELD ROAD,EH9 3AF
mixed durable goods,Poundstretcher,,,Class 1,Class 1,1 MORAY PARK,EH7 5TS
household goods,TK Maxx Home,,,Class 1,Class 1,3-5 MORAY PARK,EH7 5TS
stationery,Marchmont Stationery,Class 1,Class 1,Class 1,Class 1,132 MARCHMONT ROAD,EH9 1AQ
solicitors & estate agents,Allingham & Co.,Class 2,Class 2,Class 4,Class 2,134 MARCHMONT ROAD,EH9 1AQ
arts & craft supplies,The Imagination Workshop,Class 1,Class 1,Class 1,Class 1,136 MARCHMONT ROAD,EH9 1AQ
greengrocer,D. Fraser McLeod,Class 1,Class 1,Class 1,Class 1,138 MARCHMONT ROAD,EH9 1AQ
chemist,W. King & Son,Class 1,Class 1,Class 1,Class 1,142 MARCHMONT ROAD,EH9 1AQ
bank,Bank of Scotland/HBOS,Class 2,Class 2,Class 2,Class 2,144 MARCHMONT ROAD,EH9 1AQ
restaurant & cafÚ,Toast,Class 2,,Class 3,Class 3,146-148 MARCHMONT ROAD,EH9 1AQ
vacant,vacant,,,Vacant,Vacant,(50) MARINE DRIVE,EH4 5ES
showroom,K. Construction Ltd,UNKNOWN USE,Vacant,Vacant,Class 4,15 MARIONVILLE ROAD,EH7 5TY
hot food take-away (Chinese),Dragon City,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,19 MARIONVILLE ROAD,EH7 5TY
public house,The Hoppy,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,21-23 MARIONVILLE ROAD,EH7 5UD
n/t/c,Marionville Newsagent,Class 1,Class 1,Class 1,Class 1,31 MARIONVILLE ROAD,EH7 5UD
vacant,vacant,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant,33-35 MARIONVILLE ROAD,EH7 5UD
waste disposal office,Dirty Work Clearances,Class 1,Class 4,Class 4,Class 4,37 MARIONVILLE ROAD,EH7 6AG
vacant,vacant,,Class 1,Vacant,Vacant,69 MARIONVILLE ROAD,EH7 6AH
dwelling,dwelling,Class 1,Class 1,Vacant,Class 9,,
dwelling,dwelling,Class 1,Class 1,Vacant,Class 9,,
dwelling,dwelling,Class 2,Class 4,Class 1,Class 9,,
dwelling,dwelling,Class 2,Class 2,Vacant,Class 9,,
curtains,Curtain Boutique,Class 1,Class 1,Class 1,Class 1,46 MARIONVILLE ROAD,EH7 5UB
"chiropody, podiatry, osteopathy",Blackhall Podiatry & Chiropody + Osteopathic Clinic,Class 1,Class 2,Class 2,Class 2,5 MARISCHAL PLACE,EH4 3NE
grocer,Blackhall Late Store,Vacant,Class 1,Class 1,Class 1,7 MARISCHAL PLACE,EH4 3NE
post office,Blackhall Post Office,Class 2,Class 1,Class 1,Class 1,11 MARISCHAL PLACE,EH4 3NF
bicycles,Blackhall Cycles,Class 4,Class 1,Class 1,Class 1,15 MARISCHAL PLACE,EH4 3NF
dwelling,dwelling,Class 1,Class 1,Class 1,Class 9,,
florist,Lothian Flower Studio,Class 2,Class 2,Class 1,Class 1,10 MARISCHAL PLACE,EH4 3NF
plumbers & electrical contractors,James L Choules,Class 1,Class 4,Class 4,Class 4,12 MARISCHAL PLACE,EH4 3NF
cafÚ,CafÚ Citron,Class 1,Class 1,Class 3,Class 3,14 MARISCHAL PLACE,EH4 3NF
hot food take-away (Indian),Jaipur of India,Class 1,Class 3,SUI GENERIS,SUI GENERIS,16 MARISCHAL PLACE,EH4 3NF
take-away food,Tickety Boo Catering,Class 4,Vacant,Class 1,SUI GENERIS,2 MARITIME STREET,EH6 6SB
restaurant,City Art Centre CafÚ,Class 3,Class 3,Class 3,Class 3,1 MARKET STREET,EH1 1DE
public house,Belushis,,,SUI GENERIS,SUI GENERIS,1A MARKET STREET,EH1 1DE
public house,Doric Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,14-16 MARKET STREET,EH1 1DE
public house,Hebrides Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,17 MARKET STREET,EH1 1DE
restaurant,Double Dutch,Class 1,Class 1,Vacant,Class 3,27-29 MARSHALL STREET,EH8 9BJ
hairdresser,Graham Anthony Hairdressing,Class 1,Class 1,Class 1,Class 1,31 MARSHALL STREET,EH8 9BJ
converted to residential,dwelling,Vacant,Vacant,UNKNOWN USE,Class 9,,
golfing equipment,American Golf Discount Centre,SUI GENERIS,Class 1,Class 1,Class 1,16 MEADOW PLACE ROAD,EH12 7UQ
supermarket - large,Tesco Extra,,,Class 1,Class 1,30 MEADOW PLACE ROAD,EH12 7UQ
vacant,vacant,Vacant,Vacant,Vacant,Vacant,1 MEADOWBANK,EH8 8JE
accountant,The Gillespie Partnership,Class 1,Class 1,Class 2,Class 2,1 MEADOWBANK AVENUE,EH8 7AP
Hairdresser,Kute Kutz,Class 1,Class 1,Vacant,Class 1,4 MEADOWBANK AVENUE,EH8 7AP
vacant,vacant,SUI GENERIS,SUI GENERIS,SUI GENERIS,Vacant,1 MEADOWBANK PLACE,EH8 7AW
vacant,vacant,Class 1,Class 2,Class 2,Vacant,,
clothing alterations,Tailor Made for Style,Vacant,Class 1,Class 1,Class 1,5 MEADOWBANK PLACE,EH8 7AW
n/t/c,The Paper Rack,Class 1,Class 1,Class 1,Class 1,9 MEADOWBANK PLACE,EH8 7AW
domestic appliance electrical repairs,Willow Brae Service Centre,Class 1,Class 1,Class 1,Class 1,4 MEADOWBANK PLACE,EH8 7AW
vacant,vacant,Vacant,Class 1,Vacant,Vacant,,
hot food take-away,Loonwah,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,8 MEADOWBANK PLACE,EH8 7AW
Beaty Salon,Face-It,Class 1,Class 1,Class 1,Class 1,1 MEADOWBANK TERRACE,EH8 7AR
physiotherapy clinic,Meadowbank Clinic,,,Class 2,Class 2,2-3 MEADOWBANK TERRACE,EH8 7AR
soft furnishings,Interior Motives - bespoke soft furnishings,,,Class 1,Class 1,26-28 MEADOWBANK TERRACE,EH8 7AS
dwelling,dwelling,Vacant,Class 4,Vacant,Class 9,,
residential letting & property management,Mclean Forth Properties Limited,Class 1,Class 4,Class 2,Class 2,2 MELGUND TERRACE,EH7 4BU
estate agents,Boyd Property,Class 1,Class 1,Class 2,Class 2,1-2 MELVILLE PLACE,EH3 7PR
public house,The West Room,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,3 MELVILLE PLACE,EH3 7PR
wine merchant,Wine House,Class 1,Class 1,Class 1,Class 1,5-6 MELVILLE PLACE,EH3 7PR
grocer & n/t/c,Westend Store,,,Class 1,Class 1,7-8 MELVILLE PLACE,EH3 7PR
vacant,vacant (formerly Scottish Restaurant),Class 3,Class 3,Vacant,Vacant,10 MELVILLE PLACE,EH3 7PR
"clocks, watches",Watch,Class 1,Class 1,Class 1,Class 1,12 MELVILLE PLACE,EH3 7PR
hairdresser (gents),Boombarbers,Class 1,Class 1,Class 1,Class 1,13 MELVILLE PLACE,EH3 7PR
public house,Randolph Bar,SUI GENERIS,SUI GENERIS,SUI GENERIS,SUI GENERIS,13A-14 MELVILLE PLACE,EH3 7PR
wine merchant,Meadows Wine,Class 1,Class 1,Class 1,Class 1,1-3 MELVILLE TERRACE,EH9 1ND
"computer repairs, internet, e-mail",Edinburgh Computer Repairs,Class 1,Class 1,Class 4,Class 1,5 MELVILLE TERRACE,EH9 1ND
computer repairs,Edinburgh Computer Repairs,Class 1,Class 1,Class 4,Class 1,6 MELVILLE TERRACE,EH9 1ND
photographic studio,Photo Express,Class 2,Class 2,Class 2,Class 2,7 MELVILLE TERRACE,EH9 1ND
delicatessen,Victor Hugo,Class 1,Class 1,Class 1,Class 1,26-27 MELVILLE TERRACE,EH9 1LP
electricians,LPS Electrical (Contracting) Ltd.,Class 4,Class 4,Class 4,Class 4,29 MELVILLE TERRACE,EH9 1LP
religious centre,Edinburgh Buddhist Centre,Class 4,Class 4,Class 4,Class 2,,
restaurant & bar,Under the Stairs,,,Vacant,Class 3,3A MERCHANT STREET,EH1 2QD
